_id,id,action,app_name,asset_type,asset_user_access_id,context_type,contributed,controller,created_at,developer_key_id,extracted_at,http_method,inserted_at,interaction_seconds,links.user,links.context,links.asset,links.real_user,links.account,participated,remote_ip,render_time,session_id,summarized,updated_at,url,user_agent,user_request
66143d4aef4c63e280c551e7,22548dfc-ed5b-4846-b596-844300b4a1a6,,Canvas for iOS,,,Course,false,assignments,2024-04-08T05:10:39Z,170000000000004,2024-04-09 02:10:36,,2024-04-08 13:53:56,1.279105067253113,126935,64298,,,1,,,0,1DC84A8A-8EE6-45AE-A30F-27606C848E14,,2024-04-08T05:10:39Z,https://utpl.instructure.com/courses/64298/assignments/815306,iCanvas/7.2.0 (20757) iPhone/iOS 17.4.1,
66143d4aef4c63e280c551e8,d97cf3fb-1d71-46bc-8ed9-a390318f46d0,,Canvas for iOS,,,Course,false,grades,2024-04-08T05:10:38Z,170000000000004,2024-04-09 02:10:36,,2024-04-08 13:53:56,1.385218024253845,126935,64298,,,1,,,0,1DC84A8A-8EE6-45AE-A30F-27606C848E14,,2024-04-08T05:10:38Z,https://utpl.instructure.com/courses/64298/grades,iCanvas/7.2.0 (20757) iPhone/iOS 17.4.1,
66143d4aef4c63e280c551e9,12b186d4-088b-4ea5-b8aa-cdbf91ee7582,,Canvas for iOS,,,Course,false,assignments,2024-04-08T05:10:36Z,170000000000004,2024-04-09 02:10:36,,2024-04-08 13:53:56,7.18342399597168,126935,64298,,,1,,,0,1DC84A8A-8EE6-45AE-A30F-27606C848E14,,2024-04-08T05:10:36Z,https://utpl.instructure.com/courses/64298/assignments/815306,iCanvas/7.2.0 (20757) iPhone/iOS 17.4.1,
66143d4bef4c63e280c5521d,fca49413-7b04-46e2-b1ed-d9791b025998,,Canvas for iOS,,,Course,false,assignments,2024-04-08T05:10:29Z,170000000000004,2024-04-09 02:10:36,,2024-04-08 13:53:56,0.03452599048614502,126935,64298,,,1,,,0,1DC84A8A-8EE6-45AE-A30F-27606C848E14,,2024-04-08T05:10:29Z,https://utpl.instructure.com/courses/64298/assignments/815306,iCanvas/7.2.0 (20757) iPhone/iOS 17.4.1,
66143d4bef4c63e280c5521e,99bda3e2-09d5-43d0-ba3a-8953e21ad885,,Canvas for iOS,,,Course,false,assignments,2024-04-08T05:10:29Z,170000000000004,2024-04-09 02:10:36,,2024-04-08 13:53:56,0.02064800262451172,126935,64298,,,1,,,0,1DC84A8A-8EE6-45AE-A30F-27606C848E14,,2024-04-08T05:10:29Z,https://utpl.instructure.com/courses/64298/assignments/815306,iCanvas/7.2.0 (20757) iPhone/iOS 17.4.1,
66143d4bef4c63e280c55226,1d64ca1f-43a9-4d70-af80-05325ce36f86,,Canvas for iOS,,,Course,false,grades,2024-04-08T05:10:28Z,170000000000004,2024-04-09 02:10:36,,2024-04-08 13:53:56,4.521975994110107,126935,64298,,,1,,,0,1DC84A8A-8EE6-45AE-A30F-27606C848E14,,2024-04-08T05:10:28Z,https://utpl.instructure.com/courses/64298/grades,iCanvas/7.2.0 (20757) iPhone/iOS 17.4.1,
66143d4bef4c63e280c55247,f9afce3f-c0a3-441d-a7a9-4570afa7cae3,,Canvas for iOS,,,Course,false,courses,2024-04-08T05:10:24Z,170000000000004,2024-04-09 02:10:36,,2024-04-08 13:53:56,1.951185941696167,126935,64298,,,1,,,0,1DC84A8A-8EE6-45AE-A30F-27606C848E14,,2024-04-08T05:10:24Z,https://utpl.instructure.com/courses/64298,iCanvas/7.2.0 (20757) iPhone/iOS 17.4.1,
66143d4cef4c63e280c5546d,52839f4e-5eaa-47ba-bc58-48bdae1e91f7,,Canvas for iOS,,,Course,false,courses,2024-04-08T05:08:11Z,170000000000004,2024-04-09 02:10:36,,2024-04-08 13:53:56,0.9165869951248169,126935,64298,,,1,,,0,1DC84A8A-8EE6-45AE-A30F-27606C848E14,,2024-04-08T05:08:11Z,https://utpl.instructure.com/courses/64298,iCanvas/7.2.0 (20757) iPhone/iOS 17.4.1,
66143d4cef4c63e280c5547b,feb4f1e3-aeac-46b9-8275-1e5a1d1495ad,,Canvas for iOS,,,Course,false,users,2024-04-08T05:08:10Z,170000000000004,2024-04-09 02:10:36,,2024-04-08 13:53:56,10.79872310161591,126935,64298,,,1,,,0,1DC84A8A-8EE6-45AE-A30F-27606C848E14,,2024-04-08T05:08:10Z,https://utpl.instructure.com/courses/64298/users,iCanvas/7.2.0 (20757) iPhone/iOS 17.4.1,
66143d4cef4c63e280c55481,58d3851e-f15d-4507-87a8-ad2fcfa3824a,,Canvas for iOS,,,Course,false,courses,2024-04-08T05:08:00Z,170000000000004,2024-04-09 02:10:36,,2024-04-08 13:53:56,1.991029024124146,126935,64298,,,1,,,0,1DC84A8A-8EE6-45AE-A30F-27606C848E14,,2024-04-08T05:08:00Z,https://utpl.instructure.com/courses/64298,iCanvas/7.2.0 (20757) iPhone/iOS 17.4.1,
66143dd3ef4c63e280c619a0,baa4eb19-645c-4325-a312-4a227d8a52a7,,Canvas for Android,,,Course,false,assignments,2024-04-08T10:44:18Z,170000000000044,2024-04-09 02:18:03,,2024-04-08 13:55:59,6.231,127692,64298,,,1,,,0,524346ae-77b0-4375-ba13-9b2fc805772d,,2024-04-08T10:44:18Z,https://utpl.instructure.com/courses/64298/assignments,candroid/7.2.0 (260),
66143dd3ef4c63e280c619a9,dc771005-860a-460c-90aa-0f08ae91a105,,Canvas for Android,,,Course,false,courses,2024-04-08T10:44:15Z,170000000000044,2024-04-09 02:18:03,,2024-04-08 13:55:59,2.962,127692,64298,,,1,,,0,524346ae-77b0-4375-ba13-9b2fc805772d,,2024-04-08T10:44:15Z,https://utpl.instructure.com/courses/64298,candroid/7.2.0 (260),
6614401fef4c63e280c9242a,e1ed999f-ae0a-4d14-b52a-153378a9c791,,Canvas for Android,,,Course,false,assignments,2024-04-08T10:58:10Z,170000000000044,2024-04-09 02:17:45,,2024-04-08 14:05:58,9.181,96699,64298,,,1,,,0,1314893e-3630-4eb3-a04b-e6a02bf8118e,,2024-04-08T10:58:10Z,https://utpl.instructure.com/courses/64298/assignments,candroid/7.2.0 (260),
6614401fef4c63e280c92431,2685ea8c-eb89-441b-83d9-2a71309590aa,,Canvas for Android,,,Course,false,courses,2024-04-08T10:58:07Z,170000000000044,2024-04-09 02:17:45,,2024-04-08 14:05:58,2.821,96699,64298,,,1,,,0,1314893e-3630-4eb3-a04b-e6a02bf8118e,,2024-04-08T10:58:07Z,https://utpl.instructure.com/courses/64298,candroid/7.2.0 (260),
6614413eef4c63e280caa890,bc187f76-c43f-49b3-83fe-3facd5cc4af6,,Canvas for Android,,,Course,false,courses,2024-04-08T06:11:15Z,170000000000044,2024-04-09 02:39:28,,2024-04-08 14:10:50,1.613,130099,64298,,,1,,,0,1080fdf3-7b61-4cd6-b92f-a4ff9e412bb2,,2024-04-08T06:11:15Z,https://utpl.instructure.com/courses/64298,candroid/7.2.0 (260),
6614413eef4c63e280caa896,e846d5fa-37dc-4446-9373-0ed1c932b13b,,Canvas for Android,,,Course,false,assignments,2024-04-08T06:10:56Z,170000000000044,2024-04-09 02:39:28,,2024-04-08 14:10:50,4.252,130099,64298,,,1,,,0,1080fdf3-7b61-4cd6-b92f-a4ff9e412bb2,,2024-04-08T06:10:56Z,https://utpl.instructure.com/courses/64298/assignments/815303,candroid/7.2.0 (260),
6614413eef4c63e280caa899,46349efd-f227-4ed5-8239-d46886d1a74c,,Canvas for Android,,,Course,false,assignments,2024-04-08T06:10:42Z,170000000000044,2024-04-09 02:39:28,,2024-04-08 14:10:50,13.829,130099,64298,,,1,,,0,1080fdf3-7b61-4cd6-b92f-a4ff9e412bb2,,2024-04-08T06:10:42Z,https://utpl.instructure.com/courses/64298/assignments,candroid/7.2.0 (260),
6614413eef4c63e280caa89c,8de93a11-427f-4fe8-b9db-04fca95bb0ad,,Canvas for Android,,,Course,false,discussion_topics,2024-04-08T06:10:29Z,170000000000044,2024-04-09 02:39:28,,2024-04-08 14:10:50,10.902,130099,64298,,,1,,,0,1080fdf3-7b61-4cd6-b92f-a4ff9e412bb2,,2024-04-08T06:10:29Z,https://utpl.instructure.com/courses/64298/discussion_topics,candroid/7.2.0 (260),
6614413eef4c63e280caa89d,790b537e-82f8-46f8-ab94-fb41df25eecc,,Canvas for Android,,,Course,false,creditos,2024-04-08T06:10:14Z,170000000000044,2024-04-09 02:39:28,,2024-04-08 14:10:50,6.446,130099,64298,,,1,,,0,1080fdf3-7b61-4cd6-b92f-a4ff9e412bb2,,2024-04-08T06:10:14Z,https://utpl.instructure.com/courses/64298/pages/creditos,candroid/7.2.0 (260),
6614413eef4c63e280caa8a1,75d1fad4-bee5-4324-8224-0fb762ab51be,,Canvas for Android,,,Course,false,como-descargar-el-curso-offline,2024-04-08T06:09:43Z,170000000000044,2024-04-09 02:39:28,,2024-04-08 14:10:50,27.918,130099,64298,,,1,,,0,1080fdf3-7b61-4cd6-b92f-a4ff9e412bb2,,2024-04-08T06:09:43Z,https://utpl.instructure.com/courses/64298/pages/como-descargar-el-curso-offline,candroid/7.2.0 (260),
6614413eef4c63e280caa8e9,f3b98d1d-445b-4041-b0c4-7be767bda983,,Canvas for Android,,,Course,false,informacion-general-de-la-asignatura,2024-04-08T06:08:16Z,170000000000044,2024-04-09 02:39:28,,2024-04-08 14:10:50,14.085,130099,64298,,,1,,,0,1080fdf3-7b61-4cd6-b92f-a4ff9e412bb2,,2024-04-08T06:08:16Z,https://utpl.instructure.com/courses/64298/pages/informacion-general-de-la-asignatura,candroid/7.2.0 (260),
6614413eef4c63e280caa8f2,398d5906-6a3d-4028-b330-f7299a07f4d0,,Canvas for Android,,,Course,false,horario-de-tutorias,2024-04-08T06:08:02Z,170000000000044,2024-04-09 02:39:28,,2024-04-08 14:10:50,9.7,130099,64298,,,1,,,0,1080fdf3-7b61-4cd6-b92f-a4ff9e412bb2,,2024-04-08T06:08:02Z,https://utpl.instructure.com/courses/64298/pages/horario-de-tutorias,candroid/7.2.0 (260),
6614413eef4c63e280caa90d,6e51626f-abf3-4ccf-bd4b-95ed0a1bc44b,,Canvas for Android,,,Course,false,assignments,2024-04-08T06:07:32Z,170000000000044,2024-04-09 02:39:28,,2024-04-08 14:10:50,6.771,130099,64298,,,1,,,0,1080fdf3-7b61-4cd6-b92f-a4ff9e412bb2,,2024-04-08T06:07:32Z,https://utpl.instructure.com/courses/64298/assignments/815312,candroid/7.2.0 (260),
6614413eef4c63e280caa925,13e12762-e548-4720-91b8-6c3badfdb23b,,Canvas for Android,,,Course,false,assignments,2024-04-08T06:07:25Z,170000000000044,2024-04-09 02:39:28,,2024-04-08 14:10:50,4.662,130099,64298,,,1,,,0,1080fdf3-7b61-4cd6-b92f-a4ff9e412bb2,,2024-04-08T06:07:25Z,https://utpl.instructure.com/courses/64298/assignments/815271,candroid/7.2.0 (260),
6614413eef4c63e280caa926,853dc351-09af-4e82-92a0-556bb966aa21,,Canvas for Android,,,Course,false,assignments,2024-04-08T06:07:09Z,170000000000044,2024-04-09 02:39:28,,2024-04-08 14:10:50,13.718,130099,64298,,,1,,,0,1080fdf3-7b61-4cd6-b92f-a4ff9e412bb2,,2024-04-08T06:07:09Z,https://utpl.instructure.com/courses/64298/assignments/815306,candroid/7.2.0 (260),
6614413eef4c63e280caa92b,fca3e95b-9b03-4b1c-9e55-0f1633af5eed,,Canvas for Android,,,Course,false,assignments,2024-04-08T06:06:51Z,170000000000044,2024-04-09 02:39:28,,2024-04-08 14:10:50,14.342,130099,64298,,,1,,,0,1080fdf3-7b61-4cd6-b92f-a4ff9e412bb2,,2024-04-08T06:06:51Z,https://utpl.instructure.com/courses/64298/assignments/816591,candroid/7.2.0 (260),
6614413fef4c63e280caa935,a8054709-a509-4a29-a7cc-d926b6e63e19,,Canvas for Android,,,Course,false,assignments,2024-04-08T06:06:44Z,170000000000044,2024-04-09 02:39:28,,2024-04-08 14:10:50,6.445,130099,64298,,,1,,,0,1080fdf3-7b61-4cd6-b92f-a4ff9e412bb2,,2024-04-08T06:06:44Z,https://utpl.instructure.com/courses/64298/assignments/815303,candroid/7.2.0 (260),
6614413fef4c63e280caa936,42fabdae-e031-448e-919c-406942229c6b,,Canvas for Android,,,Course,false,syllabus,2024-04-08T06:06:36Z,170000000000044,2024-04-09 02:39:28,,2024-04-08 14:10:50,7.92,130099,64298,,,1,,,0,1080fdf3-7b61-4cd6-b92f-a4ff9e412bb2,,2024-04-08T06:06:36Z,https://utpl.instructure.com/courses/64298/assignments/syllabus,candroid/7.2.0 (260),
6614413fef4c63e280caa937,b0d8ed00-6a8e-4a43-87d9-38168ba60a07,,Canvas for Android,,,Course,false,discussion_topics,2024-04-08T06:05:58Z,170000000000044,2024-04-09 02:39:28,,2024-04-08 14:10:50,36.098,130099,64298,,,1,,,0,1080fdf3-7b61-4cd6-b92f-a4ff9e412bb2,,2024-04-08T06:05:58Z,https://utpl.instructure.com/courses/64298/discussion_topics/1494803,candroid/7.2.0 (260),
6614413fef4c63e280caa95f,006a824d-f15b-489e-897d-4a330e621853,,Canvas for Android,,,Course,false,discussion_topics,2024-04-08T06:02:30Z,170000000000044,2024-04-09 02:39:28,,2024-04-08 14:10:50,101.205,130099,64298,,,1,,,0,1080fdf3-7b61-4cd6-b92f-a4ff9e412bb2,,2024-04-08T06:02:30Z,https://utpl.instructure.com/courses/64298/discussion_topics/1494794,candroid/7.2.0 (260),
6614413fef4c63e280caa967,2adce559-265f-404e-a019-c2f1ee83a044,,Canvas for Android,,,Course,false,announcements,2024-04-08T06:02:20Z,170000000000044,2024-04-09 02:39:28,,2024-04-08 14:10:50,3.019,130099,64298,,,1,,,0,1080fdf3-7b61-4cd6-b92f-a4ff9e412bb2,,2024-04-08T06:02:20Z,https://utpl.instructure.com/courses/64298/announcements,candroid/7.2.0 (260),
6614413fef4c63e280caa969,8cd86baa-5914-4995-8705-187281e2905c,,Canvas for Android,,,Course,false,courses,2024-04-08T06:02:17Z,170000000000044,2024-04-09 02:39:28,,2024-04-08 14:10:50,3.216,130099,64298,,,1,,,0,1080fdf3-7b61-4cd6-b92f-a4ff9e412bb2,,2024-04-08T06:02:17Z,https://utpl.instructure.com/courses/64298,candroid/7.2.0 (260),
66144147ef4c63e280cabc1f,841a6cc0-0cc5-448c-8d98-72f205cc4bb8,,Canvas for iOS,,,Course,false,courses,2024-04-08T08:13:18Z,170000000000004,2024-04-09 02:40:59,,2024-04-08 14:10:50,1.212432980537415,130164,64298,,,1,,,0,E684606E-BFED-4D59-A69E-00B638F044E9,,2024-04-08T08:13:18Z,https://utpl.instructure.com/courses/64298,iCanvas/7.3.0 (20937) iPhone/iOS 17.4.1,
66144147ef4c63e280cabc34,4df20988-ec99-42ce-aa1a-b63b6ab590fe,,Canvas for iOS,,,Course,false,announcements,2024-04-08T08:13:17Z,170000000000004,2024-04-09 02:40:59,,2024-04-08 14:10:50,113.4890249967575,130164,64298,,,1,,,0,E684606E-BFED-4D59-A69E-00B638F044E9,,2024-04-08T08:13:17Z,https://utpl.instructure.com/courses/64298/announcements,iCanvas/7.3.0 (20937) iPhone/iOS 17.4.1,
66144147ef4c63e280cabc3b,e78c778e-a895-4ebc-a19b-cd0833851730,,Canvas for iOS,,,Course,false,announcements,2024-04-08T08:11:09Z,170000000000004,2024-04-09 02:40:59,,2024-04-08 14:10:50,1.004464030265808,130164,64298,,,1,,,0,E684606E-BFED-4D59-A69E-00B638F044E9,,2024-04-08T08:11:09Z,https://utpl.instructure.com/courses/64298/announcements,iCanvas/7.3.0 (20937) iPhone/iOS 17.4.1,
66144147ef4c63e280cabc44,913425f1-ada9-4ddd-b7b2-aac9331f14d2,,Canvas for iOS,,,Course,false,courses,2024-04-08T08:11:08Z,170000000000004,2024-04-09 02:40:59,,2024-04-08 14:10:50,3.047141075134277,130164,64298,,,1,,,0,E684606E-BFED-4D59-A69E-00B638F044E9,,2024-04-08T08:11:08Z,https://utpl.instructure.com/courses/64298,iCanvas/7.3.0 (20937) iPhone/iOS 17.4.1,
66144147ef4c63e280cabc75,dec27810-2429-46f1-80af-a86d565fc7f2,,Canvas for iOS,,,Course,false,courses,2024-04-08T08:10:12Z,170000000000004,2024-04-09 02:40:59,,2024-04-08 14:10:50,0.9633469581604004,130164,64298,,,1,,,0,E684606E-BFED-4D59-A69E-00B638F044E9,,2024-04-08T08:10:12Z,https://utpl.instructure.com/courses/64298,iCanvas/7.3.0 (20937) iPhone/iOS 17.4.1,
66144147ef4c63e280cabc7a,d6f6975d-43b7-4af7-a67e-774023fc5c55,,Canvas for iOS,,,Course,false,announcements,2024-04-08T08:10:11Z,170000000000004,2024-04-09 02:40:59,,2024-04-08 14:10:50,0.8813489675521851,130164,64298,,,1,,,0,E684606E-BFED-4D59-A69E-00B638F044E9,,2024-04-08T08:10:11Z,https://utpl.instructure.com/courses/64298/announcements,iCanvas/7.3.0 (20937) iPhone/iOS 17.4.1,
66144147ef4c63e280cabc89,1590c4b2-b314-4700-b92f-3dd134368bdc,,Canvas for iOS,,,Course,false,announcements,2024-04-08T08:09:17Z,170000000000004,2024-04-09 02:40:59,,2024-04-08 14:10:50,1.006453037261963,130164,64298,,,1,,,0,E684606E-BFED-4D59-A69E-00B638F044E9,,2024-04-08T08:09:17Z,https://utpl.instructure.com/courses/64298/announcements,iCanvas/7.3.0 (20937) iPhone/iOS 17.4.1,
66144147ef4c63e280cabc90,da1a65e7-d440-4d89-bcea-c169731546a2,,Canvas for iOS,,,Course,false,announcements,2024-04-08T08:09:15Z,170000000000004,2024-04-09 02:40:59,,2024-04-08 14:10:50,1.153916954994202,130164,64298,,,1,,,0,E684606E-BFED-4D59-A69E-00B638F044E9,,2024-04-08T08:09:15Z,https://utpl.instructure.com/courses/64298/announcements,iCanvas/7.3.0 (20937) iPhone/iOS 17.4.1,
66144147ef4c63e280cabc9a,707b6c5c-a05b-4d33-8371-ba911a0ee485,,Canvas for iOS,,,Course,false,courses,2024-04-08T08:09:14Z,170000000000004,2024-04-09 02:40:59,,2024-04-08 14:10:50,1.141795039176941,130164,64298,,,1,,,0,E684606E-BFED-4D59-A69E-00B638F044E9,,2024-04-08T08:09:14Z,https://utpl.instructure.com/courses/64298,iCanvas/7.3.0 (20937) iPhone/iOS 17.4.1,
6614414aef4c63e280cac2ef,a409b232-f5c9-4661-bcfb-fe18c5639c6c,,Canvas for iOS,,,Course,false,courses,2024-04-08T05:25:57Z,170000000000004,2024-04-09 02:40:59,,2024-04-08 14:10:50,3.812816023826599,130164,64298,,,1,,,0,00CBAC9B-04C2-48AE-80C9-AEC94407C7C5,,2024-04-08T05:25:57Z,https://utpl.instructure.com/courses/64298,iCanvas/7.3.0 (20937) iPhone/iOS 17.4.1,
6614414aef4c63e280cac300,d8c5bc47-8bd3-41d5-b29f-8b54b6b624e6,,Canvas for iOS,,,Course,false,announcements,2024-04-08T05:25:53Z,170000000000004,2024-04-09 02:40:59,,2024-04-08 14:10:50,1.009627103805542,130164,64298,,,1,,,0,00CBAC9B-04C2-48AE-80C9-AEC94407C7C5,,2024-04-08T05:25:53Z,https://utpl.instructure.com/courses/64298/announcements,iCanvas/7.3.0 (20937) iPhone/iOS 17.4.1,
6614414aef4c63e280cac308,32b7a653-1bcf-4f0f-aff5-e9f9cdcf8f5d,,Canvas for iOS,,,Course,false,announcements,2024-04-08T05:24:24Z,170000000000004,2024-04-09 02:40:59,,2024-04-08 14:10:50,2.086867094039917,130164,64298,,,1,,,0,00CBAC9B-04C2-48AE-80C9-AEC94407C7C5,,2024-04-08T05:24:24Z,https://utpl.instructure.com/courses/64298/announcements,iCanvas/7.3.0 (20937) iPhone/iOS 17.4.1,
6614414aef4c63e280cac31a,29995e88-ec23-4e2a-94f6-87ec29f7da8e,,Canvas for iOS,,,Course,false,courses,2024-04-08T05:24:22Z,170000000000004,2024-04-09 02:40:59,,2024-04-08 14:10:50,3.888695955276489,130164,64298,,,1,,,0,00CBAC9B-04C2-48AE-80C9-AEC94407C7C5,,2024-04-08T05:24:22Z,https://utpl.instructure.com/courses/64298,iCanvas/7.3.0 (20937) iPhone/iOS 17.4.1,
661442a6ef4c63e280cc778b,562d3700-b517-49a0-9791-7bffaf035ed8,,Canvas for Android,,,Course,false,discussion_topics,2024-04-08T11:51:57Z,170000000000044,2024-04-09 01:55:37,,2024-04-08 14:16:53,51.032,45598,64298,,,1,,,0,ea62178c-3f9e-4351-842d-2e742d6f5018,,2024-04-08T11:51:57Z,https://utpl.instructure.com/courses/64298/discussion_topics/1494794,candroid/7.2.0 (260),
